w,eyedist,nosedist,area,target
81,53.85164807134504,21.97726097583591,591.7558618214102,1
122,53.99073994677235,21.97726097583591,593.2842910443525,1
122,55.91958512006326,21.908902300206645,612.5683635317777,1
122,57.86190456595773,23.0,665.4119025085139,1
122,56.96490147450446,22.978250586152114,654.4768903483148,1
122,51.84592558726288,20.904544960366874,541.9077412253861,1
122,50.91168824543142,19.974984355438178,508.4800881057192,1
81,52.91502622129181,20.904544960366874,553.0822723609933,1
122,51.84592558726288,20.904544960366874,541.9077412253861,1
81,52.91502622129181,20.904544960366874,553.0822723609933,1
122,51.84592558726288,20.904544960366874,541.9077412253861,1
81,52.848841046895245,20.97617696340303,554.2833210552163,1
122,51.91338940966964,20.904544960366874,542.6128914797363,1
81,52.848841046895245,20.97617696340303,554.2833210552163,1
122,51.91338940966964,20.904544960366874,542.6128914797363,1
122,54.0,20.97617696340303,566.3567780118818,1
81,49.98999899979995,19.974984355438178,499.2747239746871,1
122,49.98999899979995,20.97617696340303,524.2995327100722,1
81,49.98999899979995,19.974984355438178,499.2747239746871,1
122,49.98999899979995,20.97617696340303,524.2995327100722,1
81,49.95998398718719,20.97617696340303,523.9847326020101,1
122,49.98999899979995,19.974984355438178,499.2747239746871,1
81,49.95998398718719,20.97617696340303,523.9847326020101,1
122,49.98999899979995,19.974984355438178,499.2747239746871,1
81,47.989582202807306,19.974984355438178,479.29557686254515,1
122,48.98979485566356,19.974984355438178,489.28519290900266,1
81,47.989582202807306,19.974984355438178,479.29557686254515,1
122,48.98979485566356,19.974984355438178,489.28519290900266,1
81,47.989582202807306,19.8997487421324,477.490314037887,1
122,47.958315233127195,19.974984355438178,478.98329824744405,1
81,47.989582202807306,19.8997487421324,477.490314037887,1
122,47.958315233127195,19.974984355438178,478.98329824744405,1
81,48.95916665957459,18.894443627691185,462.5281072540349,1
122,48.95916665957459,19.974984355438178,488.97929404014644,1
81,48.95916665957459,18.894443627691185,462.5281072540349,1
122,48.95916665957459,19.974984355438178,488.97929404014644,1
81,49.95998398718719,20.904544960366874,522.1953657396818,1
122,49.95998398718719,20.0,499.59983987187184,1
81,49.95998398718719,20.904544960366874,522.1953657396818,1
122,49.95998398718719,20.0,499.59983987187184,1
81,49.95998398718719,20.97617696340303,523.9847326020101,1
122,49.98999899979995,21.0,524.8949894978995,1
81,49.95998398718719,20.97617696340303,523.9847326020101,1
122,49.98999899979995,21.0,524.8949894978995,1
81,51.0,21.97726097583591,560.4201548838157,1
122,50.99019513592785,21.97726097583591,560.3124128555426,1
81,51.0,21.97726097583591,560.4201548838157,1
122,50.99019513592785,21.97726097583591,560.3124128555426,1
122,51.99038372622383,20.97617696340303,545.2797447182501,1
81,50.99019513592785,20.97617696340303,534.7896782848375,1
122,49.98999899979995,21.97726097583591,549.3216271001899,1
81,50.99019513592785,20.97617696340303,534.7896782848375,1
122,49.98999899979995,21.97726097583591,549.3216271001899,1
81,50.99019513592785,21.0,535.3970489272424,1
122,49.98999899979995,21.0,524.8949894978995,1
81,50.99019513592785,21.0,535.3970489272424,1
122,49.98999899979995,21.0,524.8949894978995,1
122,59.79130371550699,22.80350850198276,681.7257513105985,1
81,50.84289527554464,19.8997487421324,505.8804206529444,1
122,50.84289527554464,19.8997487421324,505.8804206529444,1
81,50.84289527554464,19.8997487421324,505.8804206529444,1
122,50.84289527554464,19.8997487421324,505.8804206529444,1
122,55.991070716677676,20.97617696340303,587.2393038617222,1
81,48.98979485566356,20.97617696340303,513.8093031466052,1
81,47.958315233127195,18.894443627691185,453.0728418256826,1
81,46.95742752749558,18.973665961010276,445.47727214752496,1
81,47.958315233127195,18.973665961010276,454.97252664309303,1
81,45.902069670114,18.894443627691185,433.64703388816116,1
81,46.95742752749558,18.894443627691185,443.61723365982976,1
81,45.95650117230423,17.97220075561143,412.96973254707177,1
81,45.902069670114,19.8997487421324,456.71982658956244,1
81,46.95742752749558,18.894443627691185,443.61723365982976,1
81,44.955533585978046,18.894443627691185,424.70489754652,1
81,42.95346318982906,17.97220075561143,385.98413179818675,1
81,41.98809355043403,16.97056274847714,356.2807881432845,1
81,40.95119045888654,16.97056274847714,347.4823736536862,1
81,40.95119045888654,16.881943016134134,345.6678318848892,1
81,39.949968710876355,15.968719422671311,318.9749206442412,1
81,38.948684188300895,16.97056274847714,330.4905444940899,1
81,38.98717737923585,15.968719422671311,311.28764832546756,1
81,37.94733192202055,15.968719422671311,302.98514815086236,1
81,38.88444419044716,16.881943016134134,328.2224855185885,1
81,36.945906403822335,15.968719422671311,294.9894065894571,1
81,36.945906403822335,15.874507866387544,293.2490409191478,1
54,35.98610843089316,14.866068747318506,267.4859809410579,1
81,36.98648401781386,14.966629547095765,276.7815022720991,1
54,35.98610843089316,14.866068747318506,267.4859809410579,1
81,36.98648401781386,14.966629547095765,276.7815022720991,1
54,33.98529093593286,13.96424004376894,237.28938029334563,1
81,34.9857113690718,13.96424004376894,244.27443582986737,1
54,33.98529093593286,13.96424004376894,237.28938029334563,1
81,34.9857113690718,13.96424004376894,244.27443582986737,1
81,34.9857113690718,14.966629547095765,261.80909075125714,1
81,34.942810419312295,14.966629547095765,261.48804944012255,1
81,35.94440151122286,15.968719422671311,286.9930312742802,1
81,35.98610843089316,13.96424004376894,251.25932818504467,1
81,35.98610843089316,13.96424004376894,251.25932818504467,1
81,35.94440151122286,14.866068747318506,267.1759719735291,1
81,35.98610843089316,14.966629547095765,269.2953768633988,1
81,35.0,13.856406460551018,242.4871130596428,1
81,35.0,14.966629547095765,261.9160170741759,1
81,35.98610843089316,13.96424004376894,251.25932818504467,1
81,36.98648401781386,14.966629547095765,276.7815022720991,1
81,37.986839826445156,14.966629547095765,284.2674796736341,1
81,40.0,15.968719422671311,319.3743884534262,1
81,41.98809355043403,16.0,335.90474840347224,1
81,42.988370520409354,17.0,365.4011494234795,1
81,43.0,15.968719422671311,343.3274675874332,1
81,43.98863489584554,16.97056274847714,373.255944359899,1
81,44.98888751680797,16.97056274847714,381.74336929408474,1
81,42.988370520409354,16.97056274847714,364.7684196856959,1
81,47.0,18.973665961010276,445.8811500837415,1
81,46.0,18.973665961010276,436.39431710323635,1
81,45.95650117230423,17.74823934929885,407.8234912311943,1
81,42.89522117905443,16.881943016134134,362.0773398046335,1
81,40.890096600521744,15.874507866387544,324.5550800711645,1
81,39.949968710876355,15.874507866387544,317.09304628137147,1
81,39.98749804626441,14.866068747318506,297.2284474945156,1
81,39.0,15.968719422671311,311.3900287420906,1
81,37.986839826445156,14.866068747318506,282.35748617665513,1
81,36.98648401781386,13.856406460551018,256.24987804875144,1
81,36.98648401781386,12.96148139681572,239.69981226525815,1
81,36.98648401781386,14.966629547095765,276.7815022720991,1
81,34.9857113690718,13.96424004376894,244.27443582986737,1
81,36.945906403822335,13.96424004376894,257.9607528287976,1
81,39.949968710876355,14.0,279.6497809761345,1
81,35.98610843089316,13.96424004376894,251.25932818504467,1
81,34.942810419312295,13.96424004376894,243.97489624959366,1
81,33.98529093593286,13.96424004376894,237.28938029334563,1
81,34.9857113690718,13.96424004376894,244.27443582986737,1
81,34.9857113690718,12.84523257866513,224.69979973288804,1
81,33.98529093593286,12.96148139681572,220.24985811573185,1
81,35.94440151122286,13.856406460551018,249.0301186603741,1
81,35.98610843089316,13.96424004376894,251.25932818504467,1
81,36.98648401781386,13.96424004376894,258.2440705998881,1
81,34.942810419312295,13.96424004376894,243.97489624959366,1
81,34.942810419312295,12.84523257866513,224.4242633941348,1
81,34.87119154832539,13.856406460551018,241.594701928664,1
81,36.78314831549904,13.96424004376894,256.8243563215919,1
81,37.78888725538237,14.866068747318506,280.8860979115912,1
81,37.78888725538237,15.874507866387544,299.9399939987997,1
81,37.78888725538237,15.874507866387544,299.9399939987997,1
81,37.881393849751625,15.874507866387544,300.6742423288035,1
81,37.881393849751625,15.874507866387544,300.6742423288035,1
81,38.88444419044716,15.874507866387544,308.63570759068045,1
81,37.881393849751625,14.866068747318506,281.5737026073281,1
81,37.94733192202055,15.874507866387544,301.19760955226724,1
81,37.986839826445156,14.966629547095765,284.2674796736341,1
81,37.986839826445156,14.966629547095765,284.2674796736341,1
81,37.986839826445156,14.866068747318506,282.35748617665513,1
81,37.94733192202055,14.966629547095765,283.9718295887816,1
81,37.94733192202055,14.966629547095765,283.9718295887816,1
81,37.986839826445156,15.874507866387544,301.51119382205366,1
81,37.94733192202055,14.866068747318506,282.0638225650358,1
81,37.94733192202055,14.866068747318506,282.0638225650358,1
81,36.78314831549904,15.968719422671311,293.68988746635455,1
81,37.881393849751625,14.866068747318506,281.5737026073281,1
81,38.948684188300895,14.866068747318506,289.5069083804392,1
81,38.948684188300895,15.968719422671311,310.98030484260573,1
81,38.948684188300895,14.966629547095765,291.4652637965629,1
81,34.87119154832539,13.96424004376894,243.47484469653125,1
81,36.87817782917155,15.968719422671311,294.44863728670913,1
81,38.948684188300895,14.966629547095765,291.4652637965629,1
81,35.94440151122286,13.96424004376894,250.9681254661635,1
81,33.94112549695428,13.856406460551018,235.15101530718508,1
81,35.98610843089316,15.968719422671311,287.3260343233797,1
81,35.98610843089316,14.966629547095765,269.2953768633988,1
81,35.94440151122286,14.966629547095765,268.98327085527086,1
54,36.98648401781386,14.966629547095765,276.7815022720991,1
81,36.98648401781386,14.966629547095765,276.7815022720991,1
54,36.98648401781386,14.966629547095765,276.7815022720991,1
81,36.98648401781386,14.966629547095765,276.7815022720991,1
81,35.98610843089316,13.96424004376894,251.25932818504467,1
81,36.98648401781386,13.96424004376894,258.2440705998881,1
81,36.945906403822335,14.966629547095765,276.477847213841,1
81,37.94733192202055,14.966629547095765,283.9718295887816,1
81,37.94733192202055,15.874507866387544,301.19760955226724,1
81,36.98648401781386,14.866068747318506,274.921807065209,1
81,36.98648401781386,14.866068747318506,274.921807065209,1
81,38.0,14.966629547095765,284.3659613948195,1
81,35.94440151122286,14.966629547095765,268.98327085527086,1
81,36.945906403822335,15.874507866387544,293.2490409191478,1
81,35.94440151122286,14.866068747318506,267.1759719735291,1
81,36.945906403822335,14.866068747318506,274.6201922656089,1
81,34.942810419312295,14.866068747318506,259.73111095900697,1
81,35.94440151122286,13.96424004376894,250.9681254661635,1
81,35.94440151122286,14.966629547095765,268.98327085527086,1
81,34.9857113690718,13.856406460551018,242.38811852068983,1
81,34.9857113690718,13.96424004376894,244.27443582986737,1
54,32.93933818400121,12.96148139681572,213.4713095476767,1
81,32.93933818400121,12.96148139681572,213.4713095476767,1
54,32.93933818400121,12.96148139681572,213.4713095476767,1
81,32.93933818400121,12.96148139681572,213.4713095476767,1
54,31.984371183438952,12.96148139681572,207.2824160414964,1
54,30.93541659651604,11.958260743101398,184.9668889288026,1
54,29.93325909419153,11.958260743101398,178.97485856957675,1
54,28.982753492378876,11.958260743101398,173.29166165744962,1
54,28.930952282978865,10.954451150103322,158.4613517549311,1
54,28.982753492378876,11.958260743101398,173.29166165744962,1
54,29.8496231131986,11.832159566199232,176.59275183313727,1
54,31.85906464414798,12.96148139681572,206.47033685253675,1
54,34.87119154832539,13.96424004376894,243.47484469653125,1
81,32.863353450309965,13.96424004376894,229.4558781116753,1
54,34.87119154832539,13.96424004376894,243.47484469653125,1
81,32.863353450309965,13.96424004376894,229.4558781116753,1
81,35.874782229304195,14.966629547095765,268.4622878543651,1
81,38.948684188300895,14.866068747318506,289.5069083804392,1
81,38.948684188300895,15.968719422671311,310.98030484260573,1
81,40.95119045888654,16.97056274847714,347.4823736536862,1
81,42.89522117905443,17.88854381999832,383.66652186501756,1
81,44.82186966202994,19.8997487421324,445.9719722135013,1
81,45.902069670114,18.894443627691185,433.64703388816116,1
81,45.902069670114,18.894443627691185,433.64703388816116,1
81,45.8257569495584,18.894443627691185,432.92609068985433,1
81,45.8257569495584,17.88854381999832,409.8780306383839,1
81,45.902069670114,17.88854381999832,410.560592361225,1
81,44.8998886412873,16.881943016134134,378.9986807364902,1
81,43.89760813529594,16.97056274847714,372.48355668405014,1
81,42.95346318982906,15.874507866387544,340.9325446477646,1
81,41.892720131306824,16.881943016134134,353.61525702378856,1
81,41.95235392680606,16.97056274847714,355.97752738059177,1
81,40.98780306383839,16.97056274847714,347.79304190854646,1
81,40.98780306383839,15.968719422671311,327.26136343907143,1
81,38.948684188300895,14.966629547095765,291.4652637965629,1
81,40.98780306383839,15.968719422671311,327.26136343907143,1
81,42.0,17.0,357.0,1
81,42.0,17.0,357.0,1
81,43.0,15.968719422671311,343.3274675874332,1
81,42.988370520409354,16.97056274847714,364.7684196856959,1
81,42.89522117905443,17.97220075561143,385.46076324316067,1
81,41.80908992073375,16.881943016134134,352.9093367991275,1
81,41.95235392680606,16.97056274847714,355.97752738059177,1
81,40.95119045888654,15.968719422671311,326.9690352311668,1
81,41.95235392680606,15.874507866387544,332.9864862122786,1
81,39.98749804626441,15.874507866387544,317.3909261462905,1
81,43.0,15.968719422671311,343.3274675874332,1
81,41.892720131306824,14.866068747318506,311.3900287420906,1
81,40.890096600521744,15.968719422671311,326.4812398898289,1
81,41.98809355043403,15.968719422671311,335.24804249987795,1
81,40.98780306383839,16.0,327.90242451070714,1
81,41.0,15.968719422671311,327.3587481647619,1
81,41.0,15.968719422671311,327.3587481647619,1
81,43.98863489584554,15.874507866387544,349.1489653428749,1
81,39.949968710876355,14.966629547095765,298.9581910568767,1
81,39.98749804626441,15.968719422671311,319.2745683577068,1
81,39.0,15.0,292.5,1
81,39.0,14.966629547095765,291.8492761683674,1
81,39.88734135035826,14.866068747318506,296.48397933109305,1
81,39.949968710876355,15.874507866387544,317.09304628137147,1
81,39.88734135035826,15.874507866387544,316.5959570177737,1
81,40.80441152620633,14.866068747318506,303.3005934712295,1
81,41.701318923986086,14.866068747318506,309.9673369889157,1
81,44.82186966202994,15.716233645501712,352.2154880183437,1
81,40.80441152620633,14.966629547095765,305.35225559998736,1
81,40.0,14.966629547095765,299.3325909419153,1
81,41.0,15.0,307.5,1
81,40.98780306383839,15.874507866387544,325.330601081423,1
81,41.892720131306824,15.874507866387544,332.513157634401,1
81,42.81354925721529,15.968719422671311,341.83877778859437,1
